DateOfMatch,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,Con9,Con10,MatchesID,ConID
23/04/2010,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1184,4727
08/05/2010,Lee Thomas,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1185,4728
03/09/2010,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1186,4729
12/09/2010,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1187,4730
17/09/2010,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1188,4731
25/09/2010,Paul Williams,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1189,4732
01/10/2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1190,4733
09/04/2010,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1192,4734
16/10/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1194,4735
06/11/2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1195,4736
13/11/2009,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1196,4737
03/09/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1207,4738
02/04/2016,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1127,4739
08/04/2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1128,4740
22/10/2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1191,4741
11/02/2011,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1197,4742
09/09/2011,Nick Macleod,Nick Macleod,Rob Miller,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1208,4743
17/09/2011,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1209,4744
12/11/2011,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1211,4745
21/10/2011,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1212,4746
08/12/2011,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1213,4747
18/12/2011,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,Rob Miller,NULL,NULL,NULL,NULL,NULL,1214,4748
23/09/2011,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1215,4749
01/10/2011,Nick Macleod,Nick Macleod,Nick Macleod,Rob Miller,NULL,NULL,NULL,NULL,NULL,NULL,1216,4750
08/10/2011,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1217,4751
28/10/2011,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1218,4752
06/11/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1219,4753
18/11/2011,Rob Miller,Rob Miller,Rob Miller,Rob Miller,Rob Miller,Rob Miller,Rob Miller,Rob Miller,NULL,NULL,1238,4754
01/09/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1240,4755
15/09/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1241,4756
08/09/2012,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1239,4757
21/09/2012,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1242,4758
29/09/2012,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1243,4759
05/10/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1244,4760
14/10/2012,Rob Miller,Rob Miller,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1245,4761
21/10/2012,Rob Miller,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1246,4762
26/10/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1247,4763
02/11/2012,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1248,4764
11/11/2012,Danny Cipriani,Rob Miller,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1249,4765
16/11/2012,Jordan Davies,Jordan Davies,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1250,4766
24/11/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1251,4767
30/11/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,4768
08/12/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1253,4769
16/12/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1254,4770
23/12/2012,Rob Miller,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1255,4771
28/12/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1256,4772
06/01/2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1270,4773
11/01/2013,Rob Miller,Rob Miller,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1257,4774
26/01/2013,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1258,4775
02/02/2013,Danny Cipriani,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,1259,4776
08/02/2013,Rob Miller,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1262,4777
10/03/2013,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1260,4778
17/03/2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1261,4779
17/02/2013,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1263,4780
22/02/2013,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1264,4781
02/03/2013,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,4782
22/03/2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1442,4783
31/03/2013,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1266,4784
12/04/2013,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1267,4785
20/04/2013,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1268,4786
04/05/2013,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1269,4787
07/09/2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1271,4788
13/09/2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1272,4789
20/09/2013,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1273,4790
27/09/2013,Danny Cipriani,Joe Ford,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1274,4791
04/10/2013,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1275,4792
10/10/2013,Joe Ford,Joe Ford,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1276,4793
19/10/2013,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1277,4794
26/10/2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1278,4795
01/11/2013,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1279,4796
08/11/2013,Joe Ford,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1280,4797
15/11/2013,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,1281,4798
25/01/2014,Joe Ford,Joe Ford,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1282,4799
31/01/2014,Joe Ford,Joe Ford,Joe Ford,Joe Ford,NULL,NULL,NULL,NULL,NULL,NULL,1283,4800
05/12/2013,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1284,4801
13/12/2013,Danny Cipriani,Danny Cipriani,Danny Cipriani,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,1285,4802
10/01/2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1286,4803
18/01/2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1287,4804
03/04/2014,Nick Macleod,Joe Ford,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1288,4805
22/11/2013,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1289,4806
20/12/2013,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1291,4807
28/12/2013,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1292,4808
03/01/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1293,4809
07/02/2014,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1294,4810
14/02/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1295,4811
19/02/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1198,4812
25/02/2011,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1199,4813
06/03/2011,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1200,4814
25/03/2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1201,4815
08/04/2011,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1202,4816
02/04/2011,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1203,4817
16/04/2011,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1204,4818
22/04/2011,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1205,4819
07/05/2011,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1206,4820
15/10/2011,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1210,4821
18/02/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,4822
24/02/2012,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,1231,4823
03/03/2012,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1232,4824
23/03/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1233,4825
30/03/2012,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1234,4826
13/04/2012,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1235,4827
21/04/2012,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1236,4828
05/05/2012,Tommy Bell,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1237,4829
30/11/2013,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1290,4830
25/11/2011,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1220,4831
03/12/2011,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1221,4832
26/12/2011,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1222,4833
14/01/2012,Scott Mathie,Rob Miller,Rob Miller,Rob Miller,Rob Miller,Rob Miller,Rob Miller,NULL,NULL,NULL,1223,4834
19/01/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1224,4835
29/01/2012,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1225,4836
04/02/2012,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1226,4837
01/01/2012,Nick Macleod,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1227,4838
08/01/2012,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1228,4839
10/02/2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1229,4840
22/02/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1296,4841
01/03/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1297,4842
22/03/2014,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1298,4843
28/03/2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1299,4844
11/04/2014,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1300,4845
19/04/2014,Danny Cipriani,Danny Cipriani,Danny Cipriani,Danny Cipriani,Joe Ford,Joe Ford,NULL,NULL,NULL,NULL,1301,4846
03/05/2014,Joe Ford,Joe Ford,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1302,4847
10/05/2014,Joe Ford,Joe Ford,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1303,4848
01/02/2015,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1304,4849
07/02/2015,Nick Macleod,Nick Macleod,Nick Macleod,Joe Ford,NULL,NULL,NULL,NULL,NULL,NULL,1305,4850
15/02/2015,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,Nick Macleod,Joe Ford,NULL,NULL,NULL,NULL,1306,4851
21/02/2015,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1307,4852
28/02/2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1308,4853
06/03/2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1309,4854
29/03/2015,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1310,4855
12/04/2015,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1311,4856
25/04/2015,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1312,4857
09/05/2015,Danny Cipriani,Danny Cipriani,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1313,4858
16/05/2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1314,4859
30/10/2009,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1169,4860
19/01/2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440,4861
06/03/2020,Rob Du Preez,Rob Du Preez,Rob Du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1470,4862
28/02/2020,Rob Du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1469,4863
15/02/2020,Rob Du Preez,Rob Du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1468,4864
26/10/2019,Rob Du Preez,Rob Du Preez,Rob Du Preez,Rob Du Preez,NULL,NULL,NULL,NULL,NULL,NULL,1465,4865
25/01/2015,Nick Macleod,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1447,4866
17/01/2015,Danny Cipriani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1446,4867
02/09/2005,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1471,4868
10/09/2005,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1472,4869
14/05/2006,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1496,4870
27/05/2006,Charlie Hodgson,Valentin Courrent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1497,4871
02/10/2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2497,5871
07/10/2005,Valentin Courrent,Valentin Courrent,Valentin Courrent,Valentin Courrent,Valentin Courrent,NULL,NULL,NULL,NULL,NULL,2498,5872
02/12/2005,David Blair,David Blair,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2499,5873
21/10/2005,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2500,5874
28/10/2005,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,2501,5875
09/12/2005,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2502,5876
16/12/2005,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2503,5877
15/01/2006,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2504,5878
21/01/2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2505,5879
02/04/2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2506,5880
07/09/2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2507,5881
12/09/2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2508,5882
19/09/2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2509,5883
26/09/2008,Luke McAlister,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2512,5886
01/10/2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2513,5887
14/11/2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2514,5888
23/11/2008,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2515,5889
28/11/2008,Luke McAlister,Luke McAlister,Luke McAlister,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2516,5890
20/12/2008,Luke McAlister,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2517,5891
14/08/2020,Rob du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3509,6883
21/08/2020,Rob Du Preez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3510,6884
25/08/2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3511,6885
29/08/2020,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty,NULL,NULL,NULL,NULL,NULL,NULL,6886
26/12/2008,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,2518,6887
03/01/2009,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2523,6889
04/04/2009,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2528,6891
03/08/2009,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2524,6893
31/01/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,2520,6898
14/02/2009,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2521,6899
20/02/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2522,6900
01/03/2009,Lee Thomas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2523,6901
08/03/2009,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2524,6902
14/03/2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2525,6903
22/03/2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2526,6904
27/03/2009,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2527,6905
17/04/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,2529,6907
25/04/2009,Charlie Hodgson,Charlie Hodgson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2530,6908
24/08/1997,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2531,6909
30/08/1997,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2532,6910
18/10/1997,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2533,6911
25/10/1997,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,2534,6912
02/11/1997,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2535,6913
09/11/1997,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,2536,6914
13/12/1997,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2537,6915
27/12/1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2538,6916
30/12/1997,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2539,6917
10/01/1998,Simon Mannix,Simon Mannix,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2540,6918
01/02/1998,Simon Mannix,Simon Mannix,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2541,6919
15/02/1998,Simon Mannix,Simon Mannix,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2542,6920
24/02/1998,Simon Mannix,Simon Mannix,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2543,6921
10/03/1998,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2544,6922
14/03/1998,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2545,6923
11/04/1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2546,6924
15/04/1998,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2547,6925
18/04/1998,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,2548,6926
25/04/1998,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2549,6927
02/05/1998,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2550,6928
10/05/1998,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2551,6929
17/05/1998,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2552,6930
05/09/1998,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2553,6931
12/09/1998,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,2554,6932
20/09/1998,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,2555,6933
26/09/1998,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2556,6934
03/10/1998,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2557,6935
17/10/1998,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2558,6936
24/10/1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2559,6937
28/10/1998,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2560,6938
07/11/1998,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2561,6939
13/11/1998,Steve Davidson,Steve Davidson,Steve Davidson,Steve Davidson,NULL,NULL,NULL,NULL,NULL,NULL,2562,6940
22/11/1998,Steve Davidson,Steve Davidson,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2563,6941
12/12/1998,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2564,6942
20/12/1998,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2565,6943
27/12/1998,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2566,6944
02/01/1999,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2567,6945
05/01/1999,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2568,6946
09/01/1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2569,6947
23/01/1999,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2570,6948
06/02/1999,Joe Shaw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2571,6949
14/02/1999,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2572,6950
27/02/1999,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2573,6951
13/03/1999,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2574,6952
28/03/1999,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2575,6953
03/04/1999,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2576,6954
24/04/1999,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2577,6955
01/05/1999,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,NULL,NULL,NULL,NULL,NULL,NULL,2578,6956
